"source_paper","app_awareness","venue_raw","venue_source","raw_reference","suspected_fp"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Consider the query to Φ during which P 2 is added to Cur. Since P 1 is already in Cur when P 2 is added, we have P 1 ‰eval P 2, which yields a contradiction. Therefore, for each query to Φ, if there exists P 1 P Cur such that P “eval P 1, then P 1 is the unique polynomial in Cur such that P “eval P 1. We now show that the views of the adversary in Game0 and Game1 are identical. Deﬁne an intermediate game Game1 1 A such that it is identical to GameA 1 except each the polynomial P appear in the game is 38 Game GameA 1 , GameA 2 , Game1 2 A : p Ð |Gλ|; x Ð$ Z˚ p ; assign x to variable X sid Ð 0; ℓÐ 0; Iﬁn Ð H; Ξ Ð pq; T Ð pq Cur Ð H; L Ð H tpmk, σkqukPrℓ`1s Ð$ AΠ,S1,S2,Hpp, Φp1q, ΦpXqq If D k1 ‰ k2 such that pmk1, σk1q “ pmk2, σk2q then Return 0 If D k P rℓ` 1s such that y˚ k “ 0 or ck ‰ HpΦpsk ´ ck ¨ yk ¨ Xq } Φpyk ¨ Xq } miq where pck, sk, ykq “ σk then return 0 Return 1 Oracle ΦpPq : If DP 1 P Cur such that P “eval P 1 and P ‰L P 1 then abort game If DP 1 P Cur such that P “eval P 1 then Return ΞpP 1q If DP 1 P Cur such that P “L P 1 then Return ΞpP 1q ΞpPq Ð$ t0, 1ulogppqzΞpCurq Cur Ð Cur X tPu Return ΞpPq Oracle Πpξ, ξ1, bq : If DP, P 1 P Cur such that ξ “ ΞpPq and ξ1 “ ΞpP 1q then Return ΦpP ` p´1qbP 1q Else return K Oracle S1 : sid Ð sid ` 1 asid Ð$ Zp; ysid Ð$ Z˚ p sts sid Ð pasid, ysidq Assign asid to variable Asid Assign ysid ¨ x to varaible Ysid msg1 Ð pΦpAsidq, ΦpYsidqq Return psid, msg1q Oracle S2pi, ciq : If i R rsidszIﬁn then return K pai, yiq Ð sts i si Ð ai ` ci ¨ yi ¨ x R1 Ð Ai ` ciYi ´ si R2 Ð Yi ´ yiX L Ð L Y tR1, R2u msg2 Ð psi, yiq Iﬁn Ð Iﬁn Y tiu ℓÐ ℓ` 1 Return msg2 Oracle Hpstrq : If Tpstrq “ K then Tpstrq Ð$ Zp Return Tpstrq Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","14. The deﬁnition for GameA 1 , GameA 2 , and Game1 2 A, where GameA 1 only contains the dashed box, GameA 2 contains all but the gray box, and Game1 2 A contains all but the dashed box. replaced by its evaluation value PpX “ x, A1 “ a1, Y1 “ y1 ¨x, . . . , Asid “ asid, Ysid “ ysid ¨xq. It is clear that Game1 1 A is identical to GameA 0 . Also, since in the oracle Φ in GameA 1 , a polynomial P is considered equal or not equal to another polynomials by its evaluation value, the view of the adversary in Game1 and Game1 1 are identical. Thus, we know the views of the adversary in Game0 and Game1 are identical, which implies PrrGameA 0 “ 1s “ PrrGameA 1 “ 1s . (45) GameA 2 : This is deﬁned in Figure 14 by ignoring the graybox. A set L is introduced to record the information leaked to the adversary by S2. For the query pi, ciq to S2, polynomials R1 “ Ai `ciYi ´si and R2 “ Yi ´yiX are added to L. Suppose L is also recorded in GameA 1 . In GameA 1 , deﬁne the event E1 as after an query P to Φ is made, DP 1 P Cur such that P “eval P 1 and P ‰L P 1 . Then, GameA 2 is identical to GameA 1 except it aborts when E1 occurs and we have PrrGameA 1 “ 1s ď PrrGameA 2 “ 1s ` PrrE1s , (46) To bound PrrE1s, for each j P rQΦs, we denote the event E1,j in GameA 1 as during the j-th query to Φ DP 1 P Cur such that Pj “eval P 1 and Pj ‰L P 1 . 39 Then, we have E1 “ Ž jPrQΦs E1,j. Denote E1 1,j :“ E1,j Ź iPrjsp␣E1,iq. We now bound PrrE1 1,js for each j P rQΦs. We now ﬁx a certain j P rQΦs. Consider the step when the j-th query to Φ is made during GameA 1 . Denote the transcripts between the oracles and adversarys when the j-th query to Φ is made as πj, which contains Φp1q, ΦpXq, and all the inputs and outputs of the queries to S1, S2, Π, and H made before the j-th query to Φ. For a certain transcript πj “ ∆, for 1 ď k ď j, denote the k-th query to Φ in ∆as P ∆ k . From the transcript ∆, one can compute the set Iﬁn, Cur, and L at the step when the j-th query to Φ is been made. Denote them by I∆ ﬁn, Cur∆, and L∆. For each i P I∆ ﬁn, denote the input and output of the query to the S2 for the session i in the transcript ∆as c∆ i and ps∆ i , y∆ i q. Also, from the transcript πj, one can tell whether E1,k occurs or not for k P rj ´ 1s, since the event E1,k occurs if and only if Pk ‰L P 1 for all P 1 P Cur but Pk is not added to Cur. Denote the value of sid when the j-th query to Φ is made as sid∆. Denote Tj as the set of all transcripts ∆such that Prrπj “ ∆s ą 0 and none of tE1,kukPrjs occurs given πj “ ∆. We just need to bound PrrE1 1,j|πj “ ∆s for each ∆P Tj. We now ﬁx a certain ∆P Tj. For any polynomial P, denote the event FP as P “eval Pj and P ‰L Pj. Then we know E1 1,j implies one of tFP uP PCur∆occurs and we have PrrE1 1,j|πj “ ∆s ď Pr « ł P PCur∆ FP |πj “ ∆ ﬀ . Therefore, it is left to bound PrrFP s for each P P Cur∆. We now ﬁx a certain ˆP P Cur∆. Since P ∆ j and L∆are ﬁxed in ∆, we can directly check whether ˆP “L∆P ∆ j or not. If ˆP “L∆P ∆ j , then we have PrrF ˆ P s “","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Therefore, we can assume ˆP ‰L∆P ∆ j . Then, we only need to bound the probability of ˆP “eval P ∆ j . Since we ﬁx πj “ ∆, the only randomness here is the values assigned to the random variables X, tAi, YiuiPrsid∆s. Denote the values as ⃗η :“ px, a1, y1 ¨x, . . . , asid∆, ysid∆¨xq P Z1`2sid∆ p , where x, tai, yiuiPrsid∆s are random variables sampled in the game, and we have P “eval PpX “ η1, tAi “ η2i, Yi “ η2i`1uiPrsid∆sq. To bound Prr ˆP “eval P ∆ j |πj “ ∆s, we ﬁrst introduce Lemma 15 below. Then the proof structure can be described as follows. We ﬁrst deﬁne a sequence of polynomials D0, D1, . . . , Dm, B1, . . . , Bq`1 over variables X, tAi, YiuiPrsid∆s such that Bq`1 :“ ˆP ´ P ∆ j . Then, we try to apply Lemma 15 to bound the probability by showing η is uniformly distributed over C, ZeropBq`1q X C ‰ H, and Bq`1 R Spanpt1, B1, . . . , Bquq given πj “ ∆, where C is deﬁned in Lemma 15. Lemma 15 (Lemma 1 in","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","[BFP21]). Let D1, . . . , Dm, B1, . . . , Bq`1 be polynomials in ZprX1, . . . , Xns of degree","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Let C :“ ¨ ˝ č iPrqs ZeropBiq ˛ ‚z ¨ ˝ ď iPrms ZeropDiq ˛ ‚ , where ZeropPq means the zero set of P. Assume ZeropBq`1q X C ‰ H and Bq`1 R Spanpt1, B1, . . . , Bquq. If ⃗x is picked uniformly at random from C then p ´ m p2 ď PrrBq`1p⃗xq “ 0s ď 1 p ´ m . Let m :“ sid∆` 1 ` |Cur∆|p|Cur∆´ 1|q. Denote D1 :“ X and Di`1 :“ Yi for i P rsid∆s. For each P, P 1 P Cur∆such that P ‰ P 1, denote DP,P 1 :“ P ´ P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. We can relable tDP,P 1uP,P 1PCur∆,P ‰P 1 to Dsid∆`2, . . . , Dm. Let q :“ 2|I∆ ﬁn|. For each i P I∆ ﬁn, denote Bpi,1q :“ Ai ` c∆ i Yi ´ s∆ i , Bi,2 :“ Yi ´ y∆ i X . We can relabel tBpi,1q, Bpi,2quiPI∆ fin to B1, . . . , Bq and denote Bq`1 :“ ˆP ´ P ∆ j . Here one thing to notice is that we have L∆“ tB1, . . . , Bqu. 40 Denote C :“ ´Ş iPrqs ZeropBiq ¯ z ´Ť iPrms ZeropDiq ¯ and we have the following claim. The proof of the claim is deferred to Appendix B.2. Claim 10 In GameA 1 , for any ∆P Tj, given πj “ ∆, we have ⃗η is uniformly distributed over C. We now continue to show that ZeropBq`1q X C ‰ H. If ZeropBq`1q X C “ H, since by the above claim η must be in C given πj “ ∆, we know Bq`1 “eval Bq`1pηq ‰ 0, which implies Prr ˆP “eval Pj|πj “ ∆s “ 0. Therefore, we only need to consider the case when ZeropBq`1q X C ‰ H. We then show that Bq`1 R Spanpt1, B1, . . . , Bquq. Since ˆP ‰LCur P ∆ j and L∆“ tB1, . . . , Bqu, we know Bq`1 R SpanptB1, . . . , Bquq. If Bq`1 P Spanpt1, B1, . . . , Bquq, we know there exists a constant δ P Zp such that δ ‰ 0 and Bq`1 ` δ P SpanptB1, . . . , Bquq. Let B1 “ Bq`1 ` δ. Then, we have for any ⃗η0 P C, B1p⃗ηq “ 0 and thus Bq`1p⃗ηq “ B1p⃗ηq´δ “ ´δ ‰ 0, which means ZeropBq`1qXC “ H. This contradicts with the above argument that ZeropBq`1q X C ‰ H. Therefore, we have Bq`1 R Spanpt1, B1, . . . , Bquq. Then, by the above claim, we can apply Lemma 15 here and we have Prr ˆP “eval P ∆ j |πj “ ∆s “ PrrBq`1p⃗ηq “ 0 | πj “ ∆s ď 1 p ´ m . Since m “ sid∆` 1 ` |Cur∆|p|Cur∆´ 1|q ď 1 ` QS1 ` Q2 Φ, we have PrrE1 1,js “ ÿ ∆PTj PrrE1 1,j ^ πj “ ∆s “ ÿ ∆PTj Prrπj “ ∆s ÿ ˆ P PCur∆ PrrF ˆ P | πj “ ∆s ď QΦ p ´ p1 ` QS1 ` Q2 Φq . Therefore, we have PrrE1s “ ř jPrQΦs PrrE1 1,js ď Q2 Φ p´p1`QS1`Q2 Φq and by (46) PrrGameA 1 “ 1s ď PrrGameA 2 “ 1s ` Q2 Φ p ´ p1 ` QS1 ` Q2 Φq . (47) Game1 2 A: This is deﬁned in Figure 14 by ignoring the dashed box. The only diﬀerence between GameA 2 and Game1 2 A is that in the oracle Φ the condition “DP 1 P Cur such that P “eval P 1” is changed to “DP 1 P Cur such that P “L P 1”. We will show that P “eval P 1 is equivalent to P “L P 1 here in Game2, and thus we know the view of adversary are identical in these two games. In GameA 2 , consider an query P to the oracle Φ. Let P 1 be an arbitrary polynomial in Cur. Consider the step when the condition “DP 1 P Cur such that P “eval P 1” is checked. We now show that P “eval P 1 is if and only if P “L P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Since the game does not abort, it must hold that P “L P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Therefore, we know P “eval P 1 implies P “L P 1. On the other hand, we show the following lemma. Lemma","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","16. In GameA 2 , at any step of the execution, we have @ P P SpanpLq : P “eval 0 , (48) which implies for any two polynomials P, P 1 of variables X and tAi, YiuiPrsids P “L P 1 implies P “eval P 1 . (49) Proof. We just need show that for each R P L, we have R “eval","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. From the description of S2, we know L “ tAi ` ciYi ´ si, Yi ´ yiXuiPIfin . For R “ Ai ` ciYi ´ si, we have R “eval ai ` ci ¨ yi ¨ xi ´ si “ 0, since si “ ai ` ci ¨ yi ¨ xi. For R “ Yi ´ yiX, we have R “eval yi ¨ x ´ yi ¨ x “","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Therfore, we know the lemma holds. [\\ 41 Game Game1 2 A , GameA 3 , Game1 3 A : p Ð |Gλ| x Ð$ Z˚ p ; assign x to variable X sid Ð 0; ℓÐ 0; S Ð H; Cur Ð H; Ξ Ð pq; T Ð pq tpmk, σkqukPrℓ`1s Ð$ AΠ,S1,S2,Hpp, Φp1q, ΦpXqq If D k1 ‰ k2 such that pmk1, σk1q “ pmk2, σk2q then Return 0 If D k P rℓ` 1s such that y˚ k “ 0 or ck ‰ HpΦpsk ´ ck ¨ yk ¨ Xq } Φpyk ¨ Xq } miq where pck, sk, ykq “ σk then return 0 Return 1 Oracle ΦpPq : If DP 1 P Cur such that P “eval P 1 and P ‰L P 1 then abort game If DP 1 P Cur such that P “L P 1 then Return ΞpP 1q ΞpPq Ð$ t0, 1ulogppqzΞpCurq Cur Ð Cur X tPu Return ΞpPq Oracle Πpξ, ξ1, bq : If DP, P 1 P Cur such that ξ “ ΞpPq and ξ1 “ ΞpP 1q then Return ΦpP ` p´1qbP 1q Else return K Oracle S1 : sid Ð sid ` 1 asid Ð$ Zp; ysid Ð$ Z˚ p sts sid Ð pasid, ysidq Assign asid to variable Asid Assign ysid ¨ x to varaible Ysid msg1 Ð pΦpAsidq, ΦpYsidqq Return psid, msg1q Oracle S2pi, ciq : If i R rsidszIﬁn then return K pai, yiq Ð sts i si Ð ai ` ci ¨ yi ¨ x R1 Ð Ai ` ciYi ´ si R2 Ð Yi ´ yiX L Ð L Y tR1, R2u msg2 Ð psi, yiq If D P1, P2 P Cur such that P1 ‰ P2 and P1 “L P2 then abort game Iﬁn Ð Iﬁn Y tiu ℓÐ ℓ` 1 Return msg2 Oracle Hpstrq : If Tpstrq “ K then Tpstrq Ð$ Zp Return Tpstrq Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","15. The deﬁnition for GameA 3 and its diﬀerence from GameA 2 . GameA 2 contains all but the solid boxes and GameA 3 contains all but the dashed boxes. We also deﬁne an intermediate game Game1 3 A which contains both dashed and solid boxes. From the above lemma, we know P “L P 1 is equivalent to P “eval P 1 at the step in Φ when the condition “DP 1 P Cur such that P “eval P 1”. Therefore, we know the view of adversary are identical in these two games, which implies PrrGameA 2 “ 1s “ PrrGame1A 2 “ 1s . (50) GameA 3 : GameA 3 is deﬁned in Figure 15 by ignoring the dashed box, where the only diﬀerence from Game1 2 A is the orinal abort condition is removed from Φ and a new abort condition is added to S2. Also, in GameA 3 , since the new abort condition only use the information L, we do not need to assign values to the variables anymore. We ﬁrst show that the oracle Φ in GameA 3 is well-deﬁned, that is, for each query P to Φ, there exists at most one P 1 P Cur such that P “L P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Suppose during a query P to Φ in GameA 2 , the game does not abort and there exists P 1, P 2The P Cur such that P 1 “L P “L P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","2. Without loss of generality assume P 2 is added to Cur after P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. If L is not updated after P 2 is added to Cur, then by the description of Φ, we know P 1 ‰L P 2, which yields a contradiction. Otherwise, if L is updated after P 2 is added to Cur. Consider the last time L is updated in S2. Since P 1 “L P 2 and P 1, P 2 P Cur, we know GameA 3 must abort in S2, which yields a contradiction. Therefore, we know the oracle Φ in GameA 3 is well-deﬁned. To show that the probability A wins Game1 2 A is bounded by the probability A wins GameA 3 , we introduce an itermidiate game Game1 3 A which is deﬁned in Figure 15 containing everything. We ﬁrst show that the 42 probability A wins Game1 2 A is bounded by the probability A wins Game1 3 A. Denote the event E2 in Game1 2 A as during a query to S2 after L is updated, DP1, P2 P Cur such that P1 ‰ P2 and P1 “L P2 . Then, we have Game1 3 A is identical to Game1 2 A except it aborts when E2 occurs, which implies PrrGame1 2 A “ 1s ď PrrGame1 3 A “ 1s ` PrrE2s , (51) We now show that PrrE2s “","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Suppose E2 occurs. Then, we know at some timestep in Game1 2 A there exists P1, P2 P Cur such that P1 ‰ P2 and P1 “L P2. We ﬁrst show that P1 ‰eval P2. Suppose P1 “eval P2. Without loss of generality assume P1 is added to Cur before P2. Consider the step when P2 is added to Cur. Since P1 is already in Cur, we know P1 ‰L P2. However, since P2 ‰L P1 but P2 “eval P1, the game aborts, which yields a contradiction. Thus, we know P1 ‰eval P2. Then, by Lemma 16, we know P1 ‰L P2 at any timestep in Game1 2 A, which yields a contradiction. Therefore, we know E2 never occurs in Game1 2 A, which implies PrrGame1A 2 “ 1s ď PrrGame1A 3 “ 1s . Also, since the only diﬀerence between Game1A 3 and GameA 3 is that Game1A 3 might abort in Φ while GameA 3 never abort in Φ, we have PrrGame1A 3 “ 1s ď PrrGameA 3 “ 1s. Therefore, we have PrrGame1A 2 “ 1s ď PrrGame1A 3 “ 1s ď PrrGameA 3 “ 1s . (52) GameA 4 : This is deﬁned in Figure 16 by ignoring the dashed box. GameA 4 is identical to GameA 3 , except the generation of x, tai, yi, siuiPrsids are changed. More precisely, the sampling of x is removed from the main procedure, the sampling of asid, ysid is removed from S1, and in S2, yi is sampled from Z˚ p and si is sampled from Zp instead of computing from ai and yi. The oracle Φ in GameA 4 is well-deﬁned, which can be showed using the same way as in GameA 3 . We now show that the view of the adversary in Game3 and Game4 are identical. Since the value x and ai are not used in GameA 3 except the dashed box, we just need to show that the distribution of psi, yiq are identical in GameA 3 and GameA 4 for each query pi, ciq to S2. Consider the step when the adversary makes a query pi, ciq to S2 in GameA 3 and assume i P rsidszIﬁn. The value yi and ai are not used anywhere in the game yet. Therefore, given the current transcript, the distribution of psi, yiq is uniformly random in Zp ˆZ˚ p. Since ai Ð si ` ci ¨ yi ¨ x and si is uniformly in Zp given yi, we know the distribution of ai is uniformly random in Zp even given yi. Therefore, the distribution of pai, yiq is uniformly random in Zp ˆ Z˚ p. Thus, we know the view of the adversary in GameA 3 and GameA 4 are identical, which implies PrrGameA 3 “ 1s “ PrrGameA 4 “ 1s . (53) B.2 Proof of Claim 10 Proof. Without loss of generality, assume the randomness used in Φ and the randomness of A are ﬁxed and assume Prrπj “ ∆s ą 0 given those ﬁxed randomness. The claim is equivalent to show that @ ⃗η0 P C : Prx,⃗a,⃗yr⃗η “ ⃗η0 | πj “ ∆s “ 1 |C| . The probability here is taken over the randomness x,⃗a, ⃗y, where ⃗a “ pa1, . . . , asid∆q, ⃗y “ py1, . . . , ysid∆q. Also, x, y1, . . . , ysid∆are picked uniformly at random from Z˚ p and a1, . . . , asid∆are picked uniformly at random from Zp. We ﬁrst show that πj “ ∆ implies ⃗η P C . 43 Game GameA 3 , GameA 4 : p Ð |Gλ| x Ð$ Z˚ p sid Ð 0; ℓÐ 0; S Ð H; Cur Ð H; Ξ Ð pq; T Ð pq tpmk, σkqukPrℓ`1s Ð$ AΠ,S1,S2,Hpp, Φp1q, ΦpXqq If D k1 ‰ k2 such that pmk1, σk1q “ pmk2, σk2q then Return 0 If D k P rℓ` 1s such that y˚ k “ 0 or ck ‰ HpΦpsk ´ ck ¨ yk ¨ Xq } Φpyk ¨ Xq } miq where pck, sk, ykq “ σk then return 0 Return 1 Oracle ΦpPq : If DP 1 P Cur such that P “L P 1 then Return ΞpP 1q ΞpPq Ð$ t0, 1ulogppqzΞpCurq Cur Ð Cur X tPu Return ΞpPq Oracle Πpξ, ξ1, bq : If DP, P 1 P Cur such that ξ “ ΞpPq and ξ1 “ ΞpP 1q then Return ΦpP ` p´1qbP 1q Else return K Oracle S1 : sid Ð sid ` 1 asid Ð$ Zp; ysid Ð$ Z˚ p sts sid Ð pasid, ysidq msg1 Ð pΦpAsidq, ΦpYsidqq Return psid, msg1q Oracle S2pi, ciq : If i R rsidszIﬁn then return K pai, yiq Ð sts i si Ð ai ` ci ¨ yi ¨ x si Ð$ Zp; yi Ð$ Z˚ p R1 Ð Ai ` ciYi ´ si R2 Ð Yi ´ yiX L Ð L Y tR1, R2u msg2 Ð psi, yiq If D P1, P2 P Cur such that P1 ‰ P2 and P1 “L P2 then abort game Iﬁn Ð Iﬁn Y tiu; ℓÐ ℓ` 1 Return msg2 Oracle Hpstrq : If Tpstrq “ K then Tpstrq Ð$ Zp Return Tpstrq Fig.","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","16. The deﬁnition for GameA 4 and its diﬀerence from GameA 3 . GameA 3 contains all but the solid box and GameA 4 contains all but the dashed box. Suppose πj “ ∆occurs. We just need to show Dipηq ‰ 0 for each i P rms and Bipηq “ 0 for each i P rqs. For D1, . . . , Dsid∆`1, since x ‰ 0 and yi ‰ 0 for each i P rsid∆s, we know D1pηq “ x ‰ 0 and Di`1pηq “ yi ¨ x ‰ 0 for each i P rsid∆s. For Dsid∆`1, . . . , Dm, we make the argument using the original label tDP,P 1uP,P 1PCur∆,P ‰P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. For each P, P 1 P Cur∆such that P ‰ P 1, assume without loss of generality P is added to Cur before P","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. When P 1 is added to Cur, since P is already in Cur, we know P 1 ‰eval P, which implies DP,P 1p⃗ηq “ P 1p⃗ηq ´ Pp⃗ηq ‰ 0. For B1, . . . , Bq, we also make the argument using the original label tBpi,1q,Bpi,2quiPI∆ fin. For each i P I∆ ﬁn, consider the query pi, c∆ i q made to S2. Since πj “ ∆, we have s∆ i “ ai ` c∆ i ¨ yi ¨ x and y∆ i “ yi. Therefore, we have Bpi,1qp⃗ηq “ ai ` c∆ i ¨ yi ¨ x ´ s∆ i “ 0 and Bpi,2qp⃗ηq “ yi ¨ x ´ y∆ i ¨ x “ 0.11 Therefore, we have ⃗η P C. We then show that ⃗η P C implies πj “ ∆. Since Prrπj “ ∆s ą 0, we know there exists px0,⃗a0, ⃗y0q P Z1`2sid∆ p such that πj “ ∆when px,⃗a, ⃗yq “ px0,⃗a0, ⃗y0q. We now show that for any px1,⃗a1, ⃗y1q P Z1`2sid∆ p , given px,⃗a, ⃗yq “ px1,⃗a1, ⃗y1q and ⃗η P C, it must have πj “ ∆. Denote the case when px,⃗a, ⃗yq “ px0,⃗a0, ⃗y0q as case 0 and the case when px,⃗a, ⃗yq “ px1,⃗a1, ⃗y1q as case 1. We will show that the transcripts between the adversary and the oracles are exactly the same in these two cases, which implies πj “ ∆in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. We show this by induction. It is clear that the transcripts are the 11 Note here the value yi ¨ x is assigned to Yi 44 same at the begining. For a time step T, suppose the transcripts are the same prior to this step and we have the following situations: - Query to Φ, S1, Π: Suppose the adversary receives pΦp1q, ΦpXqq or makes query to S1 or Π at step T. For the case that the adversary makes query to S1 or Φ, the transcripts can only diﬀer on the invokation of Φ in S1 or Π. Therefore, we only need to consider the queries and outputs of each Φ. For the k-th query to Φ where k ă j, since the prior transcripts are the same in these two cases and the adversary is deterministic, we know the query Pk and the set Cur are the same in the two cases. If Pk ‰eval P 1 for any P 1 P Cur in case 0, then we know Pk is added to Cur in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Since πj “ ∆ occurs in case 0, we know tPku Y Cur Ď Cur∆. Since ⃗η1 P C, we know Pkp⃗η1q ‰ P 1p⃗η1q for any P 1 P Cur∆. Therefore, we have Pk ‰eval P 1 for any P 1 P Cur in case 1 too. Then, the outputs of Φ are the same in the two cases. Otherwise, if Pk “eval P 1 for some P 1 P Cur, we know such P 1 must be unique. Since E1,k does not occur in case 0, we have Pk “L P 1 in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Since the current L is the same in the two cases, we know Pk “L P 1 in case 1 too. Since Pk “L P 1 implies Pk “eval P 1, we have Pk “eval P 1 in case 1 too. Thus, the output of Φ must be the same in the two cases. Therefore, we know the transcripts in these two cases must be the same after the k-th query to Φ is ﬁnished. - Query to S2: Suppose the adversary makes query pi, ciq to S2 at step T. Since πj “ ∆occurs in case 0, we know i P I∆ ﬁn, ci “ c∆ i , yi “ y0,i “ y∆ i , and si “ a0,i ` ci ¨ y0,i ¨ x0 “ s∆ i in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","0. Since the transcripts are the same in the two cases prior to T and the adversary is deterministic, we know ci is the same in both cases. Therefore, we know ci “ c∆ i in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Since ⃗η1 P C, we have Bpi,1qp⃗η1q “ a1,i ` c∆ i ¨ y1,i ¨ x1 ´ s∆ i “ 0 , Bpi,2qp⃗η1q “ y1,i ¨ x1 ´ y∆ i ¨ x1 “ 0 . Therefore, we have yi “ yi,1 “ y∆ i and si “ a1,i ` ci ¨ y1,i ¨ x1 “ a1,i ` c∆ i ¨ y1,i ¨ x1 “ s∆ i in case","True"
"Short Pairing-Free Blind Signatures with Exponential Security.","2","","none","1. Since the output pyi, siq is the same in the two cases, we know the transcripts must be the same in these two cases after the query to S2 is ﬁnished. - Query to H : Since H does not envolve the randomness x,⃗a, ⃗y, we know the transcripts are the same in the two cases after the query. By induction, we know the transcript is the same by the step when the j-the query is made to Φ in the two cases. Therefore, we know πj “ ∆in case","True"
