label,key,iri,type
International Conference on AI & Mobile Services (AIMS),streams/conf/aims-ws,https://dblp.org/streams/conf/aims-ws,https://dblp.org/rdf/schema#Conference
Expert Systems in Engineering,streams/conf/ese,https://dblp.org/streams/conf/ese,https://dblp.org/rdf/schema#Conference
Experimental Software Engineering Network (ESERNET),streams/conf/esernet,https://dblp.org/streams/conf/esernet,https://dblp.org/rdf/schema#Conference
Artificial Intelligence and Symbolic Computation (AISC),streams/conf/aisc,https://dblp.org/streams/conf/aisc,https://dblp.org/rdf/schema#Conference
International Workshop on Artificial Intelligence: Empowering Sustainable Development (AISD),streams/conf/aisd,https://dblp.org/streams/conf/aisd,https://dblp.org/rdf/schema#Conference
International Symposium on Empirical Software Engineering and Measurement (ESEM),streams/conf/esem,https://dblp.org/streams/conf/esem,https://dblp.org/rdf/schema#Conference
International Workshop of Young Scientists on Artificial Intelligence for Sustainable Development (AISD),streams/conf/aisd2,https://dblp.org/streams/conf/aisd2,https://dblp.org/rdf/schema#Conference
Workshop on Security and Artificial Intelligence (AISec),streams/conf/aisec-ws,https://dblp.org/streams/conf/aisec-ws,https://dblp.org/rdf/schema#Conference
European Software Engineering Conference (ESEC),streams/conf/esec,https://dblp.org/streams/conf/esec,https://dblp.org/rdf/schema#Conference
Conferenza Nazionale Sensori e Microsistemi - Conference of the Italian Association of Sensors and Microsystems (AISEM),streams/conf/aisem,https://dblp.org/streams/conf/aisem,https://dblp.org/rdf/schema#Conference
International Conference on Advanced Intelligent System and Informatics (AISI),streams/conf/aisi,https://dblp.org/streams/conf/aisi,https://dblp.org/rdf/schema#Conference
AISB Workshop on Evolutionary Computing,streams/conf/aisb,https://dblp.org/streams/conf/aisb,https://dblp.org/rdf/schema#Conference
Australian Information Security Management Conference (AISM),streams/conf/aism,https://dblp.org/streams/conf/aism,https://dblp.org/rdf/schema#Conference
"International Conference on Artificial Intelligence, Systems and Network Security (AISNS)",streams/conf/aisns,https://dblp.org/streams/conf/aisns,https://dblp.org/rdf/schema#Conference
IEEE International Conference on e-Science (E-Science),streams/conf/eScience,https://dblp.org/streams/conf/eScience,https://dblp.org/rdf/schema#Conference
International Conference on Bridging the Gap Between AI and Reality (AISoLA),streams/conf/aisola,https://dblp.org/streams/conf/aisola,https://dblp.org/rdf/schema#Conference
International Conference on Artificial Intelligence Security and Privacy (AIS&P),streams/conf/aisp,https://dblp.org/streams/conf/aisp,https://dblp.org/rdf/schema#Conference
"Combinatorics, Algorithms, Probabilistic and Experimental Methodologies (ESCAPE)",streams/conf/escape,https://dblp.org/streams/conf/escape,https://dblp.org/rdf/schema#Conference
International Conference on Advanced Information Science and System (AISS),streams/conf/aiss,https://dblp.org/streams/conf/aiss,https://dblp.org/rdf/schema#Conference
"International Joint Conference on the Analysis of Images, Social Networks and Texts (AIST)",streams/conf/aist,https://dblp.org/streams/conf/aist,https://dblp.org/rdf/schema#Conference
Adversarial Information Retrieval on the Web (AIRWeb),streams/conf/airweb,https://dblp.org/streams/conf/airweb,https://dblp.org/rdf/schema#Conference
ACM Workshop on AI-Powered Q&A Systems for Multimedia (AIQAM),streams/conf/aiqam,https://dblp.org/streams/conf/aiqam,https://dblp.org/rdf/schema#Conference
European Conference on Service-Oriented and Cloud Computing (ESOCC),streams/conf/esocc,https://dblp.org/streams/conf/esocc,https://dblp.org/rdf/schema#Conference
International Workshop on AI for Quantum and Quantum for AI (AIQxQIA),streams/conf/aiqxqia,https://dblp.org/streams/conf/aiqxqia,https://dblp.org/rdf/schema#Conference
Advances In Robotics (AIR),streams/conf/air,https://dblp.org/streams/conf/air,https://dblp.org/rdf/schema#Conference
Engineering Self-Organising Systems (ESOA),streams/conf/esoa,https://dblp.org/streams/conf/esoa,https://dblp.org/rdf/schema#Conference
International Workshop on Artificial Intelligence for Requirements Engineering (AIRE),streams/conf/aire-ws,https://dblp.org/streams/conf/aire-ws,https://dblp.org/rdf/schema#Conference
Asia Information Retrieval Symposium (AIRS),streams/conf/airs,https://dblp.org/streams/conf/airs,https://dblp.org/rdf/schema#Conference
Research in Smart Cards (E-smart),streams/conf/esmart,https://dblp.org/streams/conf/esmart,https://dblp.org/rdf/schema#Conference
IFAC Symposium on Artificial Intelligence in Real-Time Control (AIRTC),streams/conf/airtc,https://dblp.org/streams/conf/airtc,https://dblp.org/rdf/schema#Conference
IFAC Conference on Analysis and Design of Hybrid Systems (ADHS),streams/conf/adhs,https://dblp.org/streams/conf/adhs,https://dblp.org/rdf/schema#Conference
European Simulation Multiconference (ESM),streams/conf/esm,https://dblp.org/streams/conf/esm,https://dblp.org/rdf/schema#Conference
Artificial Intelligence and Simulation (AIS),streams/conf/ais,https://dblp.org/streams/conf/ais,https://dblp.org/rdf/schema#Conference
Autonomous and Intelligent Systems (AIS),streams/conf/ais2,https://dblp.org/streams/conf/ais2,https://dblp.org/rdf/schema#Conference
International Conference on Environmental Science and Information Application Technology (ESIAT),streams/conf/esiat,https://dblp.org/streams/conf/esiat,https://dblp.org/rdf/schema#Conference
Advanced Internet Services and Applications (AISA),streams/conf/aisa,https://dblp.org/streams/conf/aisa,https://dblp.org/rdf/schema#Conference
Autonomous Intelligent Systems: Agents and Data Mining (AIS-ADM),streams/conf/aisadm,https://dblp.org/streams/conf/aisadm,https://dblp.org/rdf/schema#Conference
ESF Exploratory Workshops (ESF),streams/conf/esf,https://dblp.org/streams/conf/esf,https://dblp.org/rdf/schema#Conference
Workshop on Artificial Intelligence Safety (AISafety),streams/conf/aisafety,https://dblp.org/streams/conf/aisafety,https://dblp.org/rdf/schema#Conference
Algorithms and Complexity in Durham (ACiD),streams/conf/acid,https://dblp.org/streams/conf/acid,https://dblp.org/rdf/schema#Conference
Workshop on Automated Control for Datacenters and Clouds (ACDC),streams/conf/acdc,https://dblp.org/streams/conf/acdc,https://dblp.org/rdf/schema#Conference
European Workshop on Reinforcement Learning (EWRL),streams/conf/ewrl,https://dblp.org/streams/conf/ewrl,https://dblp.org/rdf/schema#Conference
Australasian Computing Education Conference (ACE),streams/conf/ace,https://dblp.org/streams/conf/ace,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Cybersecurity (ACeS),streams/conf/aces,https://dblp.org/streams/conf/aces,https://dblp.org/rdf/schema#Conference
European Workshop on Natural Language Generation (EWNLG),streams/conf/ewnlg,https://dblp.org/streams/conf/ewnlg,https://dblp.org/rdf/schema#Conference
Annual Conference of Fuzzy Information and Engineering (ACFIE),streams/conf/acfie,https://dblp.org/streams/conf/acfie,https://dblp.org/rdf/schema#Conference
Advances in Computer Games (ACG),streams/conf/acg,https://dblp.org/streams/conf/acg,https://dblp.org/rdf/schema#Conference
European Web Mining Forum (EWMF),streams/conf/ewmf,https://dblp.org/streams/conf/ewmf,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Computer-Human Interaction (ACHI),streams/conf/achi,https://dblp.org/streams/conf/achi,https://dblp.org/rdf/schema#Conference
SIAM Conference on Applied and Computational Discrete Algorithms (ACDA),streams/conf/acda,https://dblp.org/streams/conf/acda,https://dblp.org/rdf/schema#Conference
European Workshop on Microelectronics Education (EWME),streams/conf/ewme,https://dblp.org/streams/conf/ewme,https://dblp.org/rdf/schema#Conference
Affective Computing and Intelligent Interaction (ACII),streams/conf/acii,https://dblp.org/streams/conf/acii,https://dblp.org/rdf/schema#Conference
Asian Conference on Intelligent Information and Database Systems (ACIIDS),streams/conf/aciids,https://dblp.org/streams/conf/aciids,https://dblp.org/rdf/schema#Conference
European Workshop on Learning Robots (EWLR),streams/conf/ewlr,https://dblp.org/streams/conf/ewlr,https://dblp.org/rdf/schema#Conference
Advances in Computational Intelligence and Learning (ACIL),streams/conf/acil,https://dblp.org/streams/conf/acil,https://dblp.org/rdf/schema#Conference
Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),streams/conf/acirs,https://dblp.org/streams/conf/acirs,https://dblp.org/rdf/schema#Conference
"European Workshop on the Integration of Knowledge, Semantic and Digital Media Technologies (EWIMT)",streams/conf/ewimt,https://dblp.org/streams/conf/ewimt,https://dblp.org/rdf/schema#Conference
Australasian Conference on Information Systems (ACIS),streams/conf/acis,https://dblp.org/streams/conf/acis,https://dblp.org/rdf/schema#Conference
IEEE/ACIS International Conference on Computer and Information Science (ICIS),streams/conf/ACISicis,https://dblp.org/streams/conf/ACISicis,https://dblp.org/rdf/schema#Conference
Workshop on Applied and Computational Category Theory (ACCAT),streams/conf/accat,https://dblp.org/streams/conf/accat,https://dblp.org/rdf/schema#Conference
European Advanced Course on AI (ACAI),streams/conf/acai3,https://dblp.org/streams/conf/acai3,https://dblp.org/rdf/schema#Conference
Australian Conference on Artificial Life (ACAL),streams/conf/acal,https://dblp.org/streams/conf/acal,https://dblp.org/rdf/schema#Conference
Explanation-aware Computing (ExaCt),streams/conf/exact,https://dblp.org/streams/conf/exact,https://dblp.org/rdf/schema#Conference
Australasian Conference on Artificial Life and Computational Intelligence (ACALCI),streams/conf/acalci,https://dblp.org/streams/conf/acalci,https://dblp.org/rdf/schema#Conference
International Workshop on Agent-based Complex Automated Negotiations (ACAN),streams/conf/acan,https://dblp.org/streams/conf/acan,https://dblp.org/rdf/schema#Conference
Workshop on Software Process Technology (EWSPT),streams/conf/ewspt,https://dblp.org/streams/conf/ewspt,https://dblp.org/rdf/schema#Conference
Advances in Computing and Communications (ACC),streams/conf/acc,https://dblp.org/streams/conf/acc,https://dblp.org/rdf/schema#Conference
Asian Conference on Computer Aided Surgery (ACCAS),streams/conf/accas,https://dblp.org/streams/conf/accas,https://dblp.org/rdf/schema#Conference
European Workshop on Planning (EWSP),streams/conf/ewsp,https://dblp.org/streams/conf/ewsp,https://dblp.org/rdf/schema#Conference
Embedded Operating Systems Workshop (EWiLi),streams/conf/ewili,https://dblp.org/streams/conf/ewili,https://dblp.org/rdf/schema#Conference
Asia Conference on Computers and Communications  (ACCC),streams/conf/accc,https://dblp.org/streams/conf/accc,https://dblp.org/rdf/schema#Conference
European Conference/Workshop on Wireless Sensor Networks (EWSN),streams/conf/ewsn,https://dblp.org/streams/conf/ewsn,https://dblp.org/rdf/schema#Conference
International Conference on Access Networks (AccessNets),streams/conf/accessnets,https://dblp.org/streams/conf/accessnets,https://dblp.org/rdf/schema#Conference
International Workshop on Algebraic and Combinatorial Coding Theory (ACCT),streams/conf/acct,https://dblp.org/streams/conf/acct,https://dblp.org/rdf/schema#Conference
European Workshop on Software Defined Networks (EWSDN),streams/conf/ewsdn,https://dblp.org/streams/conf/ewsdn,https://dblp.org/rdf/schema#Conference
Accurate Scientific Computations,streams/conf/accurate,https://dblp.org/streams/conf/accurate,https://dblp.org/rdf/schema#Conference
Asian Conference on Computer Vision (ACCV),streams/conf/accv,https://dblp.org/streams/conf/accv,https://dblp.org/rdf/schema#Conference
European Workshop on Software Architecture (EWSA),streams/conf/ewsa,https://dblp.org/streams/conf/ewsa,https://dblp.org/rdf/schema#Conference
Workshop on Knowledge Extraction and Integration for Deep Learning Architectures; Deep Learning Inside Out (DeeLIO),streams/conf/acl-deelio,https://dblp.org/streams/conf/acl-deelio,https://dblp.org/rdf/schema#Conference
Clinical Natural Language Processing Workshop (ClinicalNLP),streams/conf/acl-clinicalnlp,https://dblp.org/streams/conf/acl-clinicalnlp,https://dblp.org/rdf/schema#Conference
European Conference on Advances in Case-Based Reasoning (ECCBR),streams/conf/ewcbr,https://dblp.org/streams/conf/ewcbr,https://dblp.org/rdf/schema#Conference
Workshop on Computational Linguistics and Clinical Psychology (CLPsych),streams/conf/acl-clpsych,https://dblp.org/streams/conf/acl-clpsych,https://dblp.org/rdf/schema#Conference
Workshop on Cognitive Modeling and Computational Linguistics (CMCL),streams/conf/acl-cmcl,https://dblp.org/streams/conf/acl-cmcl,https://dblp.org/rdf/schema#Conference
European Workshop on Algorithmic Fairness (EWAF),streams/conf/ewaf,https://dblp.org/streams/conf/ewaf,https://dblp.org/rdf/schema#Conference
Workshop on Computational Approaches to Linguistic Code-Switching (CALCS),streams/conf/acl-codeswitch,https://dblp.org/streams/conf/acl-codeswitch,https://dblp.org/rdf/schema#Conference
Workshop on NLP for Conversational AI (CovAI),streams/conf/acl-convai,https://dblp.org/streams/conf/acl-convai,https://dblp.org/rdf/schema#Conference
European Wireless (EW),streams/conf/ew,https://dblp.org/streams/conf/ew,https://dblp.org/rdf/schema#Conference
Workshop on Continuous Vector Space Models and their Compositionality (CVSC),streams/conf/acl-cvsc,https://dblp.org/streams/conf/acl-cvsc,https://dblp.org/rdf/schema#Conference
Workshop on Computational Linguistics for Linguistic Complexity (CL4LC),streams/conf/acl-cl4lc,https://dblp.org/streams/conf/acl-cl4lc,https://dblp.org/rdf/schema#Conference
EvoStar Conferences (EvoStar),streams/conf/evoW,https://dblp.org/streams/conf/evoW,https://dblp.org/rdf/schema#Conference
Workshop on Deep Learning Approaches for Low-Resource Natural Language Processing (DeepLo),streams/conf/acl-deeplo,https://dblp.org/streams/conf/acl-deeplo,https://dblp.org/rdf/schema#Conference
Workshop on Document-grounded Dialogue and Conversational Question Answering (DialDoc),streams/conf/acl-dialdoc,https://dblp.org/streams/conf/acl-dialdoc,https://dblp.org/rdf/schema#Conference
Electronic Voting in Europe,streams/conf/evoting,https://dblp.org/streams/conf/evoting,https://dblp.org/rdf/schema#Conference
Deep Machine Translation Workshop (DMTW),streams/conf/acl-dmtw,https://dblp.org/streams/conf/acl-dmtw,https://dblp.org/rdf/schema#Conference
Workshop on Figurative Language Processing (Fig-Lang),streams/conf/acl-figlang,https://dblp.org/streams/conf/acl-figlang,https://dblp.org/rdf/schema#Conference
International Joint Conference on Electronic Voting (E-VOTE-ID),streams/conf/evoteid,https://dblp.org/streams/conf/evoteid,https://dblp.org/rdf/schema#Conference
GEometrical Models of Natural Language Semantics (GEMS),streams/conf/acl-gems,https://dblp.org/streams/conf/acl-gems,https://dblp.org/rdf/schema#Conference
Advanced Concepts for Intelligent Vision Systems Conference (ACIVS),streams/conf/acivs,https://dblp.org/streams/conf/acivs,https://dblp.org/rdf/schema#Conference
Australasian Conference on Information Security and Privacy (ACISP),streams/conf/acisp,https://dblp.org/streams/conf/acisp,https://dblp.org/rdf/schema#Conference
"Automation, Control, and Information Technology (ACIT)",streams/conf/acit,https://dblp.org/streams/conf/acit,https://dblp.org/rdf/schema#Conference
International Conference on Human-Computer Interaction (EWHCI),streams/conf/ewhci,https://dblp.org/streams/conf/ewhci,https://dblp.org/rdf/schema#Conference
International Conference on Applied Computing and Information Technology (ACIT),streams/conf/acit2,https://dblp.org/streams/conf/acit2,https://dblp.org/rdf/schema#Conference
Arab Conference on Information Technology (ACIT),streams/conf/acit3,https://dblp.org/streams/conf/acit3,https://dblp.org/rdf/schema#Conference
International Conference on Decision Support Systems (ICDSST),streams/conf/ewgdss,https://dblp.org/streams/conf/ewgdss,https://dblp.org/rdf/schema#Conference
International Conference on Advanced Computer Information Technologies (ACIT),streams/conf/acit4,https://dblp.org/streams/conf/acit4,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Computing and Information Technology (ACITY),streams/conf/acity,https://dblp.org/streams/conf/acity,https://dblp.org/rdf/schema#Conference
East/West Database Workshops (EWDW),streams/conf/ewdw,https://dblp.org/streams/conf/ewdw,https://dblp.org/rdf/schema#Conference
Experimental Artificial Intelligence in Games Workshop (EXAG),streams/conf/exag,https://dblp.org/streams/conf/exag,https://dblp.org/rdf/schema#Conference
Workshop on Asian Language Resources (ALR),streams/conf/acl-alr,https://dblp.org/streams/conf/acl-alr,https://dblp.org/rdf/schema#Conference
East-West Design & Test Symposium (EWDTS),streams/conf/ewdts,https://dblp.org/streams/conf/ewdts,https://dblp.org/rdf/schema#Conference
Australasian Language Technology Association Workshop (ALTA),streams/conf/acl-alta,https://dblp.org/streams/conf/acl-alta,https://dblp.org/rdf/schema#Conference
Workshop on Online Abuse and Harms (WOAH),streams/conf/acl-alw,https://dblp.org/streams/conf/acl-alw,https://dblp.org/rdf/schema#Conference
European Workshop on Dependable Computing (EWDC),streams/conf/ewdc,https://dblp.org/streams/conf/ewdc,https://dblp.org/rdf/schema#Conference
Workshop on Balto-Slavic Natural Language Processing (BSNLP),streams/conf/acl-bsnlp,https://dblp.org/streams/conf/acl-bsnlp,https://dblp.org/rdf/schema#Conference
Workshop on Building and Using Comparable Corpora (BUCC),streams/conf/acl-bucc,https://dblp.org/streams/conf/acl-bucc,https://dblp.org/rdf/schema#Conference
European Workshop on Computational Geometry (EuroCG),streams/conf/ewcg,https://dblp.org/streams/conf/ewcg,https://dblp.org/rdf/schema#Conference
Summer School on Accountability and Security in the Cloud (A4Cloud),streams/conf/a4cloud,https://dblp.org/streams/conf/a4cloud,https://dblp.org/rdf/schema#Conference
International Conference on 5G for Ubiquitous Connectivity (5GU),streams/conf/5gu,https://dblp.org/streams/conf/5gu,https://dblp.org/rdf/schema#Conference
5G World Forum (5GWF),streams/conf/5gwf,https://dblp.org/streams/conf/5gwf,https://dblp.org/rdf/schema#Conference
Annual Conference on Creativity and Fabrication in Education (FabLearn),streams/conf/fablearn,https://dblp.org/streams/conf/fablearn,https://dblp.org/rdf/schema#Conference
International Conference on 6GN for Future Wireless Networks (6GN),streams/conf/5gwn,https://dblp.org/streams/conf/5gwn,https://dblp.org/rdf/schema#Conference
International Conference on 6G Networking (6GNet),streams/conf/6gnet,https://dblp.org/streams/conf/6gnet,https://dblp.org/rdf/schema#Conference
International Symposium on Foundations and Applications of Blockchain (FAB),streams/conf/fab,https://dblp.org/streams/conf/fab,https://dblp.org/rdf/schema#Conference
6G Wireless Summit (6G SUMMIT),streams/conf/6gsummit,https://dblp.org/streams/conf/6gsummit,https://dblp.org/rdf/schema#Conference
Amrita ACM-W Celebration on Women in Computing in India (A2CWiC),streams/conf/a2cwic,https://dblp.org/streams/conf/a2cwic,https://dblp.org/rdf/schema#Conference
IEEE Workshop on Formal Approaches to Agent-Based Systems (FAABS),streams/conf/faabs,https://dblp.org/streams/conf/faabs,https://dblp.org/rdf/schema#Conference
International Conference on Future Access Enablers for Ubiquitous and Intelligent Infrastructures (FABULOUS),streams/conf/fabulous,https://dblp.org/streams/conf/fabulous,https://dblp.org/rdf/schema#Conference
Advanced Architectures and Algorithms for Internet Delivery and Applications (AAA-IDEA),streams/conf/aaa-idea,https://dblp.org/streams/conf/aaa-idea,https://dblp.org/rdf/schema#Conference
International Symposium on Facial Analysis and Animation (FAA),streams/conf/faa,https://dblp.org/streams/conf/faa,https://dblp.org/rdf/schema#Conference
AAAI Conference on Artificial Intelligence (AAAI),streams/conf/aaai,https://dblp.org/streams/conf/aaai,https://dblp.org/rdf/schema#Conference
AAAI Fall Symposium Series,streams/conf/aaaifs,https://dblp.org/streams/conf/aaaifs,https://dblp.org/rdf/schema#Conference
Journées Francophones d'Ingénierie des Connaissances (IC),streams/conf/f-ic,https://dblp.org/streams/conf/f-ic,https://dblp.org/rdf/schema#Conference
AAAI Spring Symposia,streams/conf/aaaiss,https://dblp.org/streams/conf/aaaiss,https://dblp.org/rdf/schema#Conference
European Conference on the Advancement of Assistive Technology (AAATE),streams/conf/aaate,https://dblp.org/streams/conf/aaate,https://dblp.org/rdf/schema#Conference
Extraction et Gestion des Connaissances (EGC),streams/conf/f-egc,https://dblp.org/streams/conf/f-egc,https://dblp.org/rdf/schema#Conference
International Workshop on Formal Aspects of Component Software (FACS),streams/conf/facs2,https://dblp.org/streams/conf/facs2,https://dblp.org/rdf/schema#Conference
South African Forum for Artificial Intelligence Research (FAIR),streams/conf/fair2,https://dblp.org/streams/conf/fair2,https://dblp.org/rdf/schema#Conference
International Workshop on 3D Geoinformation Systems (3D-GIS),streams/conf/3dgis,https://dblp.org/streams/conf/3dgis,https://dblp.org/rdf/schema#Conference
IEEE International Conference on 3D System Integration (3DIC),streams/conf/3dic,https://dblp.org/streams/conf/3dic,https://dblp.org/rdf/schema#Conference
Fundamentals of Artificial Intelligence Research (FAIR),streams/conf/fair,https://dblp.org/streams/conf/fair,https://dblp.org/rdf/schema#Conference
3D Imaging and Applications (3DIA),streams/conf/3dica,https://dblp.org/streams/conf/3dica,https://dblp.org/rdf/schema#Conference
International Conference on 3D Vision (3DV),streams/conf/3dim,https://dblp.org/streams/conf/3dim,https://dblp.org/rdf/schema#Conference
International Conference on Frontiers of Artificial Intelligence and Machine Learning (FAIML),streams/conf/faiml,https://dblp.org/streams/conf/faiml,https://dblp.org/rdf/schema#Conference
Eurographics Workshop on 3D Object Retrieval (3DOR),streams/conf/3dor,https://dblp.org/streams/conf/3dor,https://dblp.org/rdf/schema#Conference
3D Physiological Human Workshop (3DPH),streams/conf/3dph,https://dblp.org/streams/conf/3dph,https://dblp.org/rdf/schema#Conference
Symposium on Advances in Approximate Bayesian Inference (AABI),streams/conf/aabi,https://dblp.org/streams/conf/aabi,https://dblp.org/rdf/schema#Conference
3D Data Processing Visualization and Transmission (3DPVT),streams/conf/3dpvt,https://dblp.org/streams/conf/3dpvt,https://dblp.org/rdf/schema#Conference
3DTV-Conference (3DTV),streams/conf/3dtv,https://dblp.org/streams/conf/3dtv,https://dblp.org/rdf/schema#Conference
BCS-FACS Publications (BCS-FACS),streams/conf/facs,https://dblp.org/streams/conf/facs,https://dblp.org/rdf/schema#Conference
IEEE Symposium on 3D User Interfaces (3DUI),streams/conf/3dui,https://dblp.org/streams/conf/3dui,https://dblp.org/rdf/schema#Conference
International Workshop on Professional Retraining and Life-Long Learning using ICT: Person-oriented Approach (3L-Person),streams/conf/3lperson,https://dblp.org/streams/conf/3lperson,https://dblp.org/rdf/schema#Conference
Workshop on Formal Verification of Analog Circuits (FAC),streams/conf/fac,https://dblp.org/streams/conf/fac,https://dblp.org/rdf/schema#Conference
"International Conference on P2P, Parallel, Grid, Cloud and Internet Computing (3PGCIC)",streams/conf/3pgcic,https://dblp.org/streams/conf/3pgcic,https://dblp.org/rdf/schema#Conference
"Workshop on 5G and Beyond Network Measurements, Modeling, and Use Cases (5G-MeMU)",streams/conf/5g-memu,https://dblp.org/streams/conf/5g-memu,https://dblp.org/rdf/schema#Conference
ISCA Tutorial and Research Workshop on Experimental Linguistics (ExLing),streams/conf/exling,https://dblp.org/streams/conf/exling,https://dblp.org/rdf/schema#Conference
Evaluation of Data Management Systems (ExpDB),streams/conf/expdb,https://dblp.org/streams/conf/expdb,https://dblp.org/rdf/schema#Conference
Conference on Algorithmic Algebra and Number Theory,streams/conf/aant,https://dblp.org/streams/conf/aant,https://dblp.org/rdf/schema#Conference
Decennial Aarhus Conference on Critical Alternatives,streams/conf/aarhus,https://dblp.org/streams/conf/aarhus,https://dblp.org/rdf/schema#Conference
Workshop on Experimental Computer Science,streams/conf/expcs,https://dblp.org/streams/conf/expcs,https://dblp.org/rdf/schema#Conference
Algebraic Biology (AB),streams/conf/ab,https://dblp.org/streams/conf/ab,https://dblp.org/rdf/schema#Conference
International Conference on Activity and Behavior Computing (ABC),streams/conf/abc,https://dblp.org/streams/conf/abc,https://dblp.org/rdf/schema#Conference
Experiment@ International Conference (exp.at),streams/conf/expat,https://dblp.org/streams/conf/expat,https://dblp.org/rdf/schema#Conference
Anticipatory Behavior in Adaptive Learning Systems (ABiALS),streams/conf/abials,https://dblp.org/streams/conf/abials,https://dblp.org/rdf/schema#Conference
International Workshop on Advances in Business ICT (ABICT),streams/conf/abict,https://dblp.org/streams/conf/abict,https://dblp.org/rdf/schema#Conference
European Symposium on Adaptive and Learning Agents and Multi-Agent Systems (ALAMAS),streams/conf/aamas,https://dblp.org/streams/conf/aamas,https://dblp.org/rdf/schema#Conference
International Workshop on Aspect-Based and Model-Based Separation of Concerns in Software Systems (ABMB),streams/conf/abmb,https://dblp.org/streams/conf/abmb,https://dblp.org/rdf/schema#Conference
Workshop Automatische Bewertung von Programmieraufgaben (ABP),streams/conf/abp,https://dblp.org/streams/conf/abp,https://dblp.org/rdf/schema#Conference
International Symposium on Extensible Languages,streams/conf/exla,https://dblp.org/streams/conf/exla,https://dblp.org/rdf/schema#Conference
Advanced Courses (AC),streams/conf/ac,https://dblp.org/streams/conf/ac,https://dblp.org/rdf/schema#Conference
Conference on Advanced Computer Architecture (ACA),streams/conf/aca,https://dblp.org/streams/conf/aca,https://dblp.org/rdf/schema#Conference
Workshop on Exascale MPI (ExaMPI),streams/conf/exampi,https://dblp.org/streams/conf/exampi,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Computing and Artificial Intelligence (ACAI),streams/conf/acai,https://dblp.org/streams/conf/acai,https://dblp.org/rdf/schema#Conference
"International Conference on Algorithms, Computing and Artificial Intelligence (ACAI)",streams/conf/acai2,https://dblp.org/streams/conf/acai2,https://dblp.org/rdf/schema#Conference
Advances in Architectural Geometry (AAG),streams/conf/aag,https://dblp.org/streams/conf/aag,https://dblp.org/rdf/schema#Conference
Asian Applied Computing Conference (AACC),streams/conf/aacc,https://dblp.org/streams/conf/aacc,https://dblp.org/rdf/schema#Conference
Extreme Conference on Communication (ExtremeCom),streams/conf/extremecom,https://dblp.org/streams/conf/extremecom,https://dblp.org/rdf/schema#Conference
Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics (AACL),streams/conf/aacl,https://dblp.org/streams/conf/aacl,https://dblp.org/rdf/schema#Conference
Automated and Algorithmic Debugging (AADEBUG),streams/conf/aadebug,https://dblp.org/streams/conf/aadebug,https://dblp.org/rdf/schema#Conference
Extreme Markup Languages®,streams/conf/extreme,https://dblp.org/streams/conf/extreme,https://dblp.org/rdf/schema#Conference
Algebraic and Algorithmic Aspects of Differential and Integral Operators (AADIOS),streams/conf/aadios,https://dblp.org/streams/conf/aadios,https://dblp.org/rdf/schema#Conference
"International Symposium on Applied Algebra, Algebraic Algorithms and Error-Correcting Codes (AAECC)",streams/conf/aaecc,https://dblp.org/streams/conf/aaecc,https://dblp.org/rdf/schema#Conference
International Workshop on Explainable and Transparent AI and Multi-Agent Systems (EXTRAAMAS),streams/conf/extraamas,https://dblp.org/streams/conf/extraamas,https://dblp.org/rdf/schema#Conference
Apprentissage Artificiel et Fouille de Données (AAFD),streams/conf/aafd,https://dblp.org/streams/conf/aafd,https://dblp.org/rdf/schema#Conference
First Workshop on Insights from Negative Results in NLP (Insights),streams/conf/acl-insights,https://dblp.org/streams/conf/acl-insights,https://dblp.org/rdf/schema#Conference
ACM/Eurographics Expressive Symposium (Expressive),streams/conf/expressive,https://dblp.org/streams/conf/expressive,https://dblp.org/rdf/schema#Conference
Workshop on Automated Assessment and Guidance of Project Work (AAGPW),streams/conf/aagpw,https://dblp.org/streams/conf/aagpw,https://dblp.org/rdf/schema#Conference
International Conference on Advances in Artificial Intelligence and Applications (AAIA),streams/conf/aaia,https://dblp.org/streams/conf/aaia,https://dblp.org/rdf/schema#Conference
International Workshop on Expressiveness in Concurrency (EXPRESS),streams/conf/express,https://dblp.org/streams/conf/express,https://dblp.org/rdf/schema#Conference
Algorithmic Aspects in Information and Management (AAIM),streams/conf/aaim,https://dblp.org/streams/conf/aaim,https://dblp.org/rdf/schema#Conference
International Workshop on Approaches and Applications of Inductive Programming (AAIP),streams/conf/aaip,https://dblp.org/streams/conf/aaip,https://dblp.org/rdf/schema#Conference
International Workshop on Exploratory Search in Databases and the Web (ExploreDB),streams/conf/exploredb,https://dblp.org/streams/conf/exploredb,https://dblp.org/rdf/schema#Conference
Workshop on Advanced Analytics and Learning on Temporal Data (AALTD),streams/conf/aaltd,https://dblp.org/streams/conf/aaltd,https://dblp.org/rdf/schema#Conference
International Conference on Applied Computing to Support Industry: Innovation and Technology (ACRIT),streams/conf/acrit,https://dblp.org/streams/conf/acrit,https://dblp.org/rdf/schema#Conference
International Workshop on Automated Configuration and Tailoring of Applications (ACoTA),streams/conf/acota,https://dblp.org/streams/conf/acota,https://dblp.org/rdf/schema#Conference
